name,area,carrier,type,parameter,year,value
PL łódzkie water heating final use flow 2040,PL łódzkie,water heating final use,inflow,flow,2040,3.14
PL łódzkie water heating final use flow 2045,PL łódzkie,water heating final use,inflow,flow,2045,3.14
PL łódzkie water heating final use flow 2050,PL łódzkie,water heating final use,inflow,flow,2050,3.14
PL śląskie electricity HMV final use flow 2020,PL śląskie,electricity HMV final use,inflow,flow,2020,15.09
PL śląskie electricity HMV final use flow 2025,PL śląskie,electricity HMV final use,inflow,flow,2025,13.65
PL śląskie electricity HMV final use flow 2030,PL śląskie,electricity HMV final use,inflow,flow,2030,15.59
PL śląskie electricity HMV final use flow 2035,PL śląskie,electricity HMV final use,inflow,flow,2035,18.26
PL śląskie electricity HMV final use flow 2040,PL śląskie,electricity HMV final use,inflow,flow,2040,21.46
PL śląskie electricity HMV final use flow 2045,PL śląskie,electricity HMV final use,inflow,flow,2045,24.66
PL śląskie electricity HMV final use flow 2050,PL śląskie,electricity HMV final use,inflow,flow,2050,27.32
PL śląskie electricity LV final use flow 2020,PL śląskie,electricity LV final use,inflow,flow,2020,6.2
PL śląskie electricity LV final use flow 2025,PL śląskie,electricity LV final use,inflow,flow,2025,6.48
PL śląskie electricity LV final use flow 2030,PL śląskie,electricity LV final use,inflow,flow,2030,6.89
PL śląskie electricity LV final use flow 2035,PL śląskie,electricity LV final use,inflow,flow,2035,7.41
PL śląskie electricity LV final use flow 2040,PL śląskie,electricity LV final use,inflow,flow,2040,7.84
PL śląskie electricity LV final use flow 2045,PL śląskie,electricity LV final use,inflow,flow,2045,8.13
PL śląskie electricity LV final use flow 2050,PL śląskie,electricity LV final use,inflow,flow,2050,8.16
PL śląskie light vehicle mobility final use flow 2020,PL śląskie,light vehicle mobility final use,inflow,flow,2020,4.65
PL śląskie light vehicle mobility final use flow 2025,PL śląskie,light vehicle mobility final use,inflow,flow,2025,5.17
PL śląskie light vehicle mobility final use flow 2030,PL śląskie,light vehicle mobility final use,inflow,flow,2030,5.63
PL śląskie light vehicle mobility final use flow 2035,PL śląskie,light vehicle mobility final use,inflow,flow,2035,5.72
PL śląskie light vehicle mobility final use flow 2040,PL śląskie,light vehicle mobility final use,inflow,flow,2040,5.52
PL śląskie light vehicle mobility final use flow 2045,PL śląskie,light vehicle mobility final use,inflow,flow,2045,5.22
PL śląskie light vehicle mobility final use flow 2050,PL śląskie,light vehicle mobility final use,inflow,flow,2050,4.82
PL śląskie space heating final use flow 2020,PL śląskie,space heating final use,inflow,flow,2020,18.09
PL śląskie space heating final use flow 2025,PL śląskie,space heating final use,inflow,flow,2025,16.36
PL śląskie space heating final use flow 2030,PL śląskie,space heating final use,inflow,flow,2030,14.9
PL śląskie space heating final use flow 2035,PL śląskie,space heating final use,inflow,flow,2035,13.7
PL śląskie space heating final use flow 2040,PL śląskie,space heating final use,inflow,flow,2040,12.73
PL śląskie space heating final use flow 2045,PL śląskie,space heating final use,inflow,flow,2045,11.98
PL śląskie space heating final use flow 2050,PL śląskie,space heating final use,inflow,flow,2050,11.44
PL śląskie water heating final use flow 2020,PL śląskie,water heating final use,inflow,flow,2020,5.77
PL śląskie water heating final use flow 2025,PL śląskie,water heating final use,inflow,flow,2025,5.77
PL śląskie water heating final use flow 2030,PL śląskie,water heating final use,inflow,flow,2030,5.77
PL śląskie water heating final use flow 2035,PL śląskie,water heating final use,inflow,flow,2035,5.77
PL śląskie water heating final use flow 2040,PL śląskie,water heating final use,inflow,flow,2040,5.77
PL śląskie water heating final use flow 2045,PL śląskie,water heating final use,inflow,flow,2045,5.77
PL śląskie water heating final use flow 2050,PL śląskie,water heating final use,inflow,flow,2050,5.77
PL świętokrzyskie electricity HMV final use flow 2020,PL świętokrzyskie,electricity HMV final use,inflow,flow,2020,3.1
PL świętokrzyskie electricity HMV final use flow 2025,PL świętokrzyskie,electricity HMV final use,inflow,flow,2025,2.8
PL świętokrzyskie electricity HMV final use flow 2030,PL świętokrzyskie,electricity HMV final use,inflow,flow,2030,3.2
PL świętokrzyskie electricity HMV final use flow 2035,PL świętokrzyskie,electricity HMV final use,inflow,flow,2035,3.75
PL świętokrzyskie electricity HMV final use flow 2040,PL świętokrzyskie,electricity HMV final use,inflow,flow,2040,4.4
PL świętokrzyskie electricity HMV final use flow 2045,PL świętokrzyskie,electricity HMV final use,inflow,flow,2045,5.06
PL świętokrzyskie electricity HMV final use flow 2050,PL świętokrzyskie,electricity HMV final use,inflow,flow,2050,5.61
PL świętokrzyskie electricity LV final use flow 2020,PL świętokrzyskie,electricity LV final use,inflow,flow,2020,1.35
PL świętokrzyskie electricity LV final use flow 2025,PL świętokrzyskie,electricity LV final use,inflow,flow,2025,1.41
PL świętokrzyskie electricity LV final use flow 2030,PL świętokrzyskie,electricity LV final use,inflow,flow,2030,1.5
PL świętokrzyskie electricity LV final use flow 2035,PL świętokrzyskie,electricity LV final use,inflow,flow,2035,1.62
PL świętokrzyskie electricity LV final use flow 2040,PL świętokrzyskie,electricity LV final use,inflow,flow,2040,1.71
PL świętokrzyskie electricity LV final use flow 2045,PL świętokrzyskie,electricity LV final use,inflow,flow,2045,1.77
PL świętokrzyskie electricity LV final use flow 2050,PL świętokrzyskie,electricity LV final use,inflow,flow,2050,1.78
PL świętokrzyskie light vehicle mobility final use flow 2020,PL świętokrzyskie,light vehicle mobility final use,inflow,flow,2020,1.28
PL świętokrzyskie light vehicle mobility final use flow 2025,PL świętokrzyskie,light vehicle mobility final use,inflow,flow,2025,1.43
PL świętokrzyskie light vehicle mobility final use flow 2030,PL świętokrzyskie,light vehicle mobility final use,inflow,flow,2030,1.55
PL świętokrzyskie light vehicle mobility final use flow 2035,PL świętokrzyskie,light vehicle mobility final use,inflow,flow,2035,1.58
PL świętokrzyskie light vehicle mobility final use flow 2040,PL świętokrzyskie,light vehicle mobility final use,inflow,flow,2040,1.52
PL świętokrzyskie light vehicle mobility final use flow 2045,PL świętokrzyskie,light vehicle mobility final use,inflow,flow,2045,1.44
PL świętokrzyskie light vehicle mobility final use flow 2050,PL świętokrzyskie,light vehicle mobility final use,inflow,flow,2050,1.33
PL świętokrzyskie space heating final use flow 2020,PL świętokrzyskie,space heating final use,inflow,flow,2020,5.26
PL świętokrzyskie space heating final use flow 2025,PL świętokrzyskie,space heating final use,inflow,flow,2025,4.75
PL świętokrzyskie space heating final use flow 2030,PL świętokrzyskie,space heating final use,inflow,flow,2030,4.33
PL świętokrzyskie space heating final use flow 2035,PL świętokrzyskie,space heating final use,inflow,flow,2035,3.98
PL świętokrzyskie space heating final use flow 2040,PL świętokrzyskie,space heating final use,inflow,flow,2040,3.7
PL świętokrzyskie space heating final use flow 2045,PL świętokrzyskie,space heating final use,inflow,flow,2045,3.48
PL świętokrzyskie space heating final use flow 2050,PL świętokrzyskie,space heating final use,inflow,flow,2050,3.32
PL świętokrzyskie water heating final use flow 2020,PL świętokrzyskie,water heating final use,inflow,flow,2020,1.57
PL świętokrzyskie water heating final use flow 2025,PL świętokrzyskie,water heating final use,inflow,flow,2025,1.57
PL świętokrzyskie water heating final use flow 2030,PL świętokrzyskie,water heating final use,inflow,flow,2030,1.57
PL świętokrzyskie water heating final use flow 2035,PL świętokrzyskie,water heating final use,inflow,flow,2035,1.57
PL świętokrzyskie water heating final use flow 2040,PL świętokrzyskie,water heating final use,inflow,flow,2040,1.57
PL świętokrzyskie water heating final use flow 2045,PL świętokrzyskie,water heating final use,inflow,flow,2045,1.57
PL świętokrzyskie water heating final use flow 2050,PL świętokrzyskie,water heating final use,inflow,flow,2050,1.57
